person_id,age_band,gender,region,education,digital_engagement_score,wellbeing_0_10,service_support_0_10,response_propensity,responded,invited,weight
P35299,55-64,Woman,North,Degree,45.9,7.3,7.1,0.2009,1,1,0.8381734213821421
P35395,18-24,Man,North,No degree,97.1,6.0,6.5,0.2871,1,1,0.873838109125281
P35404,35-44,Woman,Scotland/Wales,Degree,47.3,6.2,5.6,0.179,1,1,0.8741320565797465
P35505,35-44,Man,South,No degree,53.1,0.7,5.9,0.0566,1,1,1.1000558849386992
P35507,35-44,Woman,Midlands,Degree,80.3,8.2,10.0,0.3987,1,1,0.8318865188819854
P35570,25-34,Man,Midlands,Degree,79.2,7.4,4.8,0.3623,1,1,0.6929867282321883
P35671,25-34,Non-binary / other,Midlands,Degree,96.3,7.7,8.4,0.4733,1,1,0.6929867282321883
P35698,55-64,Non-binary / other,Midlands,No degree,53.9,8.4,8.6,0.1733,1,1,1.5007291803873264
P35858,55-64,Woman,North,No degree,68.0,6.7,6.9,0.183,1,1,1.2511423903002707
P35937,25-34,Man,North,No degree,86.3,8.3,8.2,0.3099,1,1,0.8623869631624932
P35952,35-44,Woman,Scotland/Wales,No degree,100.0,5.1,6.8,0.2721,1,1,1.3048178847091474
P35973,55-64,Man,North,No degree,53.2,4.9,6.5,0.1053,1,1,1.2511423903002707
P35991,45-54,Woman,North,Degree,67.3,6.6,7.8,0.2731,1,1,0.7895248043822556
P36001,65-74,Man,Midlands,No degree,47.7,7.0,7.1,0.0966,1,1,2.7226833368084034
P36022,45-54,Woman,Scotland/Wales,Degree,64.0,7.5,6.9,0.2862,1,1,0.9951174176445505
P36104,35-44,Man,London,No degree,67.0,5.9,8.3,0.1827,1,1,1.055866733559916
P36117,25-34,Man,South,No degree,68.3,4.8,6.2,0.1427,1,1,0.9163799524011521
P36121,35-44,Woman,London,Degree,86.2,6.6,7.5,0.4073,1,1,0.7073530874284455
P36139,45-54,Woman,South,Degree,55.8,5.7,8.5,0.198,1,1,0.838955983293333
P36156,35-44,Woman,Scotland/Wales,No degree,70.5,4.9,5.5,0.1514,1,1,1.3048178847091474
P36166,55-64,Man,South,Degree,49.3,6.2,8.7,0.1862,1,1,0.89065043049051
P36183,25-34,Man,North,Degree,80.0,5.1,6.3,0.2862,1,1,0.577735865296503
P36368,35-44,Woman,London,No degree,85.9,4.2,7.3,0.2114,1,1,1.055866733559916
P36435,35-44,Woman,Midlands,Degree,75.2,6.1,7.3,0.2954,1,1,0.8318865188819854
P36492,25-34,Man,North,No degree,76.4,6.8,7.6,0.2178,1,1,0.8623869631624932
P36554,45-54,Woman,Scotland/Wales,Degree,70.6,7.8,7.4,0.3301,1,1,0.9951174176445505
P36565,25-34,Woman,London,No degree,90.2,7.3,7.0,0.328,1,1,0.8795690476175343
P36590,65-74,Woman,London,Degree,33.7,6.3,6.0,0.121,1,1,1.5509451779201586
P36686,25-34,Man,Midlands,Degree,76.7,7.0,6.5,0.3342,1,1,0.6929867282321883
P36696,55-64,Non-binary / other,North,No degree,40.7,7.6,4.9,0.1184,1,1,1.2511423903002707
P36746,55-64,Woman,North,Degree,64.7,7.1,6.0,0.2766,1,1,0.8381734213821421
P36788,45-54,Man,Midlands,Degree,54.1,9.0,6.9,0.2867,1,1,0.94702483247465
P36961,18-24,Woman,London,No degree,82.4,4.6,6.6,0.2081,1,1,0.8912483447067236
P37001,25-34,Woman,Scotland/Wales,No degree,76.8,6.6,6.2,0.214,1,1,1.0869529152590018
P37007,65-74,Woman,South,Degree,52.3,5.6,9.2,0.142,1,1,1.615853891367582
P37079,45-54,Woman,North,Degree,67.6,6.9,6.9,0.2842,1,1,0.7895248043822556
P37093,18-24,Man,North,No degree,93.8,4.2,6.2,0.2181,1,1,0.873838109125281
P37126,18-24,Woman,South,Degree,93.2,6.4,6.2,0.4039,1,1,0.6220589231931138
P37159,18-24,Man,North,No degree,86.6,8.3,6.3,0.3114,1,1,0.873838109125281
P37163,18-24,Man,North,No degree,75.1,6.2,8.0,0.1969,1,1,0.873838109125281
P37172,35-44,Woman,Midlands,No degree,53.9,5.3,5.4,0.1132,1,1,1.2417579240060994
P37200,18-24,Woman,Midlands,No degree,55.7,3.8,2.4,0.0949,1,1,1.0481575554194622
P37256,45-54,Man,North,No degree,54.8,5.4,5.4,0.117,1,1,1.178524546062652
P37430,25-34,Man,North,No degree,86.5,6.3,7.9,0.2468,1,1,0.8623869631624932
P37431,18-24,Woman,South,No degree,63.9,7.3,9.7,0.1827,1,1,0.9285480405571193
P37497,55-64,Non-binary / other,North,Degree,49.9,6.8,6.0,0.2035,1,1,0.8381734213821421
P37499,25-34,Man,North,No degree,27.9,4.9,4.5,0.0603,1,1,0.8623869631624932
P37505,45-54,Man,Scotland/Wales,No degree,56.7,6.1,4.2,0.1343,1,1,1.4854128665738215
P37514,35-44,Man,South,Degree,95.1,6.2,7.9,0.4072,1,1,0.7369565702024881
P37517,35-44,Man,North,No degree,65.5,5.7,5.3,0.1524,1,1,1.0352407333175977
P37535,18-24,Man,South,No degree,84.7,5.3,6.8,0.211,1,1,0.9285480405571193
P37702,18-24,Man,South,Degree,76.4,4.8,5.6,0.2595,1,1,0.6220589231931138
P37778,55-64,Man,Midlands,No degree,50.4,5.8,6.6,0.1128,1,1,1.5007291803873264
P37812,25-34,Man,South,Degree,91.1,8.3,6.8,0.4662,1,1,0.6139071986888239
P37878,35-44,Woman,South,Degree,51.3,6.0,7.6,0.1887,1,1,0.7369565702024881
P37898,35-44,Woman,South,Degree,79.2,4.0,5.2,0.248,1,1,0.7369565702024881
P37921,45-54,Woman,London,Degree,76.9,7.1,4.8,0.3732,1,1,0.8052551927667212
P37928,25-34,Woman,North,No degree,93.0,7.5,5.1,0.3169,1,1,0.8623869631624932
P37932,35-44,Man,North,No degree,60.9,7.2,6.1,0.1699,1,1,1.0352407333175977
P37978,25-34,Man,South,No degree,66.0,6.1,7.5,0.1625,1,1,0.9163799524011521
P37982,18-24,Man,South,Degree,90.1,7.0,8.8,0.4091,1,1,0.6220589231931138
P37983,18-24,Man,North,Degree,82.4,4.3,5.3,0.272,1,1,0.5854072912387358
P38018,35-44,Woman,South,Degree,59.6,7.1,8.2,0.2528,1,1,0.7369565702024881
P38164,35-44,Man,South,Degree,62.8,6.6,5.7,0.2522,1,1,0.7369565702024881
P38204,18-24,Woman,North,Degree,91.3,7.0,7.8,0.4161,1,1,0.5854072912387358
P38214,55-64,Man,Midlands,No degree,65.1,4.0,3.9,0.1195,1,1,1.5007291803873264
P38225,55-64,Man,North,Degree,70.1,8.1,6.4,0.3381,1,1,0.8381734213821421
P38246,45-54,Woman,North,No degree,53.8,4.4,4.1,0.0993,1,1,1.178524546062652
P38295,25-34,Woman,Scotland/Wales,No degree,74.0,4.1,6.1,0.1458,1,1,1.0869529152590018
P38359,45-54,Man,South,No degree,89.7,3.9,4.9,0.1942,1,1,1.252310521327989
P38361,55-64,Woman,South,Degree,64.4,7.1,5.3,0.2752,1,1,0.89065043049051
P38363,35-44,Non-binary / other,South,No degree,72.7,5.5,6.2,0.1715,1,1,1.1000558849386992
P38399,55-64,Woman,North,Degree,20.4,3.7,4.7,0.0712,1,1,0.8381734213821421
P38475,65-74,Woman,South,Degree,41.2,5.1,5.5,0.1048,1,1,1.615853891367582
P38479,55-64,Woman,North,No degree,17.8,4.7,5.9,0.0465,1,1,1.2511423903002707
P38485,55-64,Woman,South,No degree,42.7,8.6,7.1,0.1419,1,1,1.3294748796595566
P38490,25-34,Woman,Midlands,Degree,78.0,6.7,4.2,0.3305,1,1,0.6929867282321883
P38576,55-64,Woman,South,No degree,42.5,5.2,5.3,0.0872,1,1,1.3294748796595566
P38624,35-44,Woman,Midlands,No degree,68.3,6.0,6.6,0.1679,1,1,1.2417579240060994
P38698,45-54,Woman,South,No degree,82.5,4.5,5.9,0.1824,1,1,1.252310521327989
P38706,25-34,Man,North,Degree,68.6,6.2,8.6,0.2667,1,1,0.577735865296503
P38720,35-44,Woman,Midlands,No degree,64.3,5.3,6.6,0.1408,1,1,1.2417579240060994
P38781,65-74,Man,Midlands,No degree,31.0,6.9,4.2,0.0659,1,1,2.7226833368084034
P38785,55-64,Man,North,Degree,52.2,7.4,6.2,0.2291,1,1,0.8381734213821421
P38879,35-44,Man,North,Degree,70.7,7.3,5.6,0.3132,1,1,0.6935351836258383
P38943,18-24,Man,Midlands,Degree,87.4,4.4,10.0,0.2998,1,1,0.7021885048292753
P38950,55-64,Man,South,No degree,37.1,4.6,3.4,0.0709,1,1,1.3294748796595566
P38955,18-24,Woman,South,Degree,86.2,8.7,8.0,0.4528,1,1,0.6220589231931138
P39127,55-64,Woman,North,No degree,42.7,8.0,6.2,0.1307,1,1,1.2511423903002707
P39131,55-64,Man,London,Degree,47.5,3.6,4.9,0.1438,1,1,0.8548730784146957
P39151,25-34,Man,South,No degree,67.1,5.9,5.8,0.1617,1,1,0.9163799524011521
P39234,25-34,Man,South,No degree,55.2,4.5,6.1,0.1038,1,1,0.9163799524011521
P39282,18-24,Man,Midlands,No degree,100.0,4.6,4.0,0.2565,1,1,1.0481575554194622
P39313,25-34,Man,Scotland/Wales,Degree,76.1,9.7,7.1,0.4325,1,1,0.7281785438068972
P39362,25-34,Woman,Midlands,No degree,84.8,6.5,3.8,0.2451,1,1,1.0344220533467472
P39401,45-54,Man,North,No degree,36.8,6.2,5.9,0.0891,1,1,1.178524546062652
P39444,35-44,Woman,Midlands,No degree,74.1,4.9,6.1,0.1628,1,1,1.2417579240060994
P39513,35-44,Woman,Scotland/Wales,No degree,64.2,5.8,6.8,0.1504,1,1,1.3048178847091474
P39520,18-24,Man,Midlands,Degree,80.0,7.1,6.4,0.3557,1,1,0.7021885048292753
P39534,25-34,Man,North,Degree,73.5,7.8,6.9,0.3457,1,1,0.577735865296503
P39537,55-64,Woman,London,No degree,65.9,6.5,6.1,0.1933,1,1,1.2760699867664655
P39596,25-34,Man,Midlands,Degree,67.4,5.3,5.7,0.2343,1,1,0.6929867282321883
P39637,25-34,Woman,South,Degree,64.9,7.6,5.8,0.2939,1,1,0.6139071986888239
P39781,45-54,Man,London,Degree,74.1,6.8,3.9,0.3467,1,1,0.8052551927667212
P39811,18-24,Woman,Midlands,No degree,70.3,4.0,8.4,0.1332,1,1,1.0481575554194622
P39812,55-64,Woman,London,Degree,36.3,7.2,6.2,0.1859,1,1,0.8548730784146957
P39823,18-24,Woman,South,No degree,100.0,7.2,8.0,0.3434,1,1,0.9285480405571193
P39841,55-64,Woman,Midlands,Degree,50.4,4.7,5.4,0.156,1,1,1.005378221891577
P39892,35-44,Man,South,Degree,80.2,4.6,7.7,0.2711,1,1,0.7369565702024881
P39937,35-44,Woman,Scotland/Wales,Degree,68.0,6.4,6.4,0.2701,1,1,0.8741320565797465
P39980,55-64,Woman,Midlands,Degree,58.7,5.1,5.9,0.1938,1,1,1.005378221891577
P39985,65-74,Man,Scotland/Wales,Degree,39.7,6.0,3.3,0.1154,1,1,1.9166254054909067
P40034,35-44,Man,North,No degree,63.2,6.2,5.3,0.1556,1,1,1.0352407333175977
P40055,55-64,Woman,Midlands,No degree,66.6,6.6,9.1,0.1757,1,1,1.5007291803873264
P40133,55-64,Woman,Midlands,Degree,78.1,6.1,8.5,0.3101,1,1,1.005378221891577
P40144,55-64,Woman,Midlands,Degree,35.8,6.7,3.6,0.152,1,1,1.005378221891577
P40167,35-44,Man,London,No degree,86.3,7.0,9.1,0.2976,1,1,1.055866733559916
P40213,45-54,Man,North,No degree,53.3,6.9,9.3,0.1398,1,1,1.178524546062652
P40280,45-54,Woman,London,Degree,54.5,4.9,6.9,0.1965,1,1,0.8052551927667212
P40292,45-54,Man,South,No degree,57.1,6.9,7.2,0.1512,1,1,1.252310521327989
P40312,55-64,Woman,South,Degree,55.4,6.9,5.0,0.2286,1,1,0.89065043049051
P40327,25-34,Woman,Scotland/Wales,No degree,82.2,5.4,5.1,0.2037,1,1,1.0869529152590018
P40370,25-34,Woman,Scotland/Wales,No degree,58.9,4.6,7.6,0.114,1,1,1.0869529152590018
P40456,35-44,Woman,Midlands,Degree,60.2,6.7,8.4,0.2436,1,1,0.8318865188819854
P40472,25-34,Woman,South,No degree,77.9,6.8,6.1,0.224,1,1,0.9163799524011521
P40489,35-44,Woman,South,Degree,91.4,5.4,5.0,0.3561,1,1,0.7369565702024881
P40563,25-34,Woman,Midlands,Degree,100.0,5.8,4.6,0.4202,1,1,0.6929867282321883
P40642,45-54,Woman,Midlands,No degree,46.5,3.5,5.5,0.0742,1,1,1.4136250116619258
P40660,25-34,Woman,South,No degree,69.5,6.0,8.6,0.1719,1,1,0.9163799524011521
P40700,45-54,Woman,Scotland/Wales,No degree,61.2,4.5,6.6,0.118,1,1,1.4854128665738215
P40727,25-34,Woman,Midlands,Degree,100.0,3.1,5.8,0.32,1,1,0.6929867282321883
P40761,18-24,Man,Scotland/Wales,No degree,90.9,5.4,7.3,0.2397,1,1,1.1013859447677783
P40773,18-24,Man,Midlands,Degree,67.0,4.4,6.4,0.2078,1,1,0.7021885048292753
P40791,25-34,Man,Midlands,Degree,66.5,7.3,10.0,0.2919,1,1,0.6929867282321883
P40829,18-24,Woman,Midlands,No degree,82.0,6.2,8.8,0.2244,1,1,1.0481575554194622
P40912,35-44,Woman,North,Degree,62.3,7.2,7.1,0.2684,1,1,0.6935351836258383
P40962,25-34,Woman,London,No degree,57.4,4.9,4.4,0.1314,1,1,0.8795690476175343
P41011,55-64,Man,North,No degree,47.6,7.8,7.1,0.1407,1,1,1.2511423903002707
P41027,25-34,Woman,Midlands,Degree,85.6,7.6,8.8,0.4062,1,1,0.6929867282321883
P41046,45-54,Man,South,No degree,64.8,3.7,7.3,0.1138,1,1,1.252310521327989
P41064,18-24,Woman,London,Degree,100.0,7.0,8.5,0.505,1,1,0.5970708691316284
P41073,25-34,Man,London,No degree,96.2,5.2,7.8,0.2872,1,1,0.8795690476175343
P41078,35-44,Woman,Scotland/Wales,No degree,62.7,4.4,3.3,0.1201,1,1,1.3048178847091474
P41213,35-44,Man,South,Degree,81.5,7.3,9.7,0.3715,1,1,0.7369565702024881
P41316,25-34,Man,Scotland/Wales,No degree,82.7,6.3,6.7,0.2302,1,1,1.0869529152590018
P41342,25-34,Woman,North,No degree,52.4,6.6,7.7,0.1317,1,1,0.8623869631624932
P41376,55-64,Woman,London,Degree,54.0,6.7,5.7,0.2438,1,1,0.8548730784146957
P41402,25-34,Man,South,Degree,86.0,6.8,6.9,0.378,1,1,0.6139071986888239
P41424,18-24,Man,Scotland/Wales,No degree,73.1,5.5,5.6,0.1728,1,1,1.1013859447677783
P41438,18-24,Woman,South,Degree,54.7,5.5,8.4,0.1889,1,1,0.6220589231931138
P41459,35-44,Woman,South,Degree,64.3,7.3,7.0,0.2811,1,1,0.7369565702024881
P41478,65-74,Man,Midlands,Degree,38.0,8.4,8.2,0.1553,1,1,1.8239976724033413
P41479,55-64,Woman,South,Degree,53.3,9.7,6.6,0.306,1,1,0.89065043049051
P41509,18-24,Man,North,No degree,85.0,6.0,7.5,0.2315,1,1,0.873838109125281
P41549,55-64,Woman,London,No degree,42.3,6.5,6.0,0.1197,1,1,1.2760699867664655
P41574,35-44,Woman,Scotland/Wales,Degree,82.5,7.9,6.3,0.3999,1,1,0.8741320565797465
P41603,45-54,Man,South,No degree,59.1,7.6,7.4,0.1728,1,1,1.252310521327989
P41667,65-74,Man,Midlands,No degree,45.7,5.8,4.9,0.0776,1,1,2.7226833368084034
P41694,45-54,Woman,South,No degree,62.5,6.7,6.2,0.1641,1,1,1.252310521327989
P41706,25-34,Woman,London,No degree,68.4,4.7,6.2,0.1602,1,1,0.8795690476175343
P41750,55-64,Man,Scotland/Wales,No degree,40.4,5.8,5.9,0.0909,1,1,1.5769404300291507
P41760,18-24,Woman,South,No degree,87.1,7.2,8.0,0.2774,1,1,0.9285480405571193
P41789,25-34,Man,South,Degree,85.3,7.0,8.8,0.3816,1,1,0.6139071986888239
P41823,45-54,Woman,London,Degree,60.6,6.6,6.5,0.271,1,1,0.8052551927667212
P41850,35-44,Woman,Midlands,Degree,86.8,4.4,8.5,0.2968,1,1,0.8318865188819854
P41868,25-34,Man,North,No degree,83.5,5.4,6.7,0.2088,1,1,0.8623869631624932
P41884,35-44,Man,Midlands,Degree,78.6,7.7,7.4,0.3701,1,1,0.8318865188819854
P41955,65-74,Man,North,Degree,51.5,8.6,7.6,0.2078,1,1,1.5206479873762824
P41961,45-54,Woman,London,No degree,69.3,4.5,2.9,0.1589,1,1,1.202005314149092
P41963,45-54,Man,Midlands,Degree,75.2,5.4,8.9,0.2727,1,1,0.94702483247465
P42008,35-44,Man,London,Degree,88.4,6.0,7.1,0.3969,1,1,0.7073530874284455
P42050,65-74,Man,North,No degree,59.0,7.8,4.5,0.1375,1,1,2.2698729274831586
P42097,18-24,Woman,South,Degree,57.1,5.8,4.4,0.2056,1,1,0.6220589231931138
P42110,55-64,Woman,London,Degree,54.9,5.0,7.4,0.2006,1,1,0.8548730784146957
P42148,25-34,Woman,South,No degree,63.1,6.0,5.1,0.1512,1,1,0.9163799524011521
P42164,35-44,Man,South,No degree,74.1,5.5,7.5,0.1763,1,1,1.1000558849386992
P42171,25-34,Man,South,No degree,59.3,5.5,8.7,0.1305,1,1,0.9163799524011521
P42187,25-34,Woman,North,Degree,75.7,7.5,6.1,0.3468,1,1,0.577735865296503
P42267,45-54,Woman,Scotland/Wales,No degree,50.5,4.5,5.0,0.0938,1,1,1.4854128665738215
P42292,45-54,Man,South,No degree,66.7,5.8,4.6,0.1583,1,1,1.252310521327989
P42301,25-34,Woman,London,No degree,76.3,3.8,6.7,0.1665,1,1,0.8795690476175343
P42307,55-64,Woman,South,Degree,59.0,7.3,5.9,0.2562,1,1,0.89065043049051
P42317,25-34,Man,London,No degree,66.7,4.5,8.0,0.1507,1,1,0.8795690476175343
P42437,45-54,Woman,South,No degree,69.3,6.0,6.2,0.1712,1,1,1.252310521327989
P42474,25-34,Woman,North,No degree,62.7,8.8,5.9,0.2163,1,1,0.8623869631624932
P42485,35-44,Woman,North,Degree,77.8,6.0,6.4,0.3052,1,1,0.6935351836258383
P42534,25-34,Woman,London,Degree,62.3,6.2,6.1,0.2664,1,1,0.5892465987076719
P42558,25-34,Woman,Scotland/Wales,Degree,74.2,6.1,4.9,0.2904,1,1,0.7281785438068972
P42584,25-34,Woman,North,No degree,67.8,5.6,6.1,0.1575,1,1,0.8623869631624932
P42621,55-64,Woman,Scotland/Wales,Degree,57.4,7.6,4.8,0.258,1,1,1.056434156336229
P42626,35-44,Woman,Scotland/Wales,Degree,82.1,5.4,8.9,0.3067,1,1,0.8741320565797465
P42628,65-74,Woman,North,No degree,23.5,9.0,7.3,0.0761,1,1,2.2698729274831586
P42637,45-54,Non-binary / other,London,Degree,51.7,5.8,4.4,0.209,1,1,0.8052551927667212
P42680,25-34,Woman,South,Degree,62.9,5.2,6.4,0.2128,1,1,0.6139071986888239
P42781,65-74,Woman,North,Degree,29.7,6.0,3.5,0.093,1,1,1.5206479873762824
P42868,65-74,Man,North,Degree,45.5,9.7,9.1,0.2132,1,1,1.5206479873762824
P42961,18-24,Non-binary / other,Midlands,Degree,66.2,6.5,8.5,0.2648,1,1,0.7021885048292753
P43023,65-74,Man,North,Degree,54.2,6.2,5.9,0.1601,1,1,1.5206479873762824
P43045,65-74,Man,South,No degree,15.2,10.0,7.6,0.0734,1,1,2.411986885348764
P43051,25-34,Man,South,Degree,100.0,6.2,6.1,0.4359,1,1,0.6139071986888239
P43081,35-44,Woman,South,No degree,75.4,5.7,6.9,0.1857,1,1,1.1000558849386992
P43083,35-44,Woman,North,No degree,85.2,5.7,6.8,0.2239,1,1,1.0352407333175977
P43124,35-44,Non-binary / other,South,No degree,73.0,7.4,8.0,0.2203,1,1,1.1000558849386992
P43125,25-34,Woman,London,No degree,95.4,6.3,6.9,0.3203,1,1,0.8795690476175343
P43133,35-44,Woman,London,Degree,82.2,4.7,9.0,0.3154,1,1,0.7073530874284455
P43322,18-24,Woman,South,Degree,84.1,5.4,9.4,0.317,1,1,0.6220589231931138
P43337,18-24,Woman,Midlands,No degree,70.3,5.5,7.0,0.1634,1,1,1.0481575554194622
P43359,35-44,Man,South,Degree,79.1,7.0,3.7,0.3471,1,1,0.7369565702024881
P43419,35-44,Woman,Midlands,No degree,82.6,5.4,4.4,0.2053,1,1,1.2417579240060994
P43527,55-64,Woman,South,No degree,40.7,7.4,6.7,0.1151,1,1,1.3294748796595566
P43537,25-34,Man,North,Degree,83.7,8.0,7.2,0.4107,1,1,0.577735865296503
P43547,25-34,Woman,North,Degree,87.5,8.6,6.5,0.4566,1,1,0.577735865296503
P43549,55-64,Woman,North,Degree,46.0,6.4,6.3,0.1792,1,1,0.8381734213821421
P43639,45-54,Woman,Midlands,Degree,73.4,8.0,6.6,0.3524,1,1,0.94702483247465
P43675,35-44,Woman,London,Degree,70.1,6.2,7.4,0.3046,1,1,0.7073530874284455
P43718,65-74,Man,North,No degree,45.2,4.5,4.9,0.0633,1,1,2.2698729274831586
P43729,25-34,Woman,South,Degree,55.9,4.7,6.2,0.1742,1,1,0.6139071986888239
P43775,25-34,Woman,North,No degree,77.1,2.8,7.9,0.1299,1,1,0.8623869631624932
P43783,18-24,Woman,London,Degree,100.0,5.0,6.7,0.4256,1,1,0.5970708691316284
P43807,55-64,Woman,North,No degree,68.4,4.3,5.3,0.1335,1,1,1.2511423903002707
P43823,35-44,Woman,South,No degree,67.2,6.0,6.9,0.1642,1,1,1.1000558849386992
P43879,65-74,Man,North,No degree,75.5,6.5,8.2,0.1614,1,1,2.2698729274831586
P43887,18-24,Woman,South,No degree,93.1,5.6,8.6,0.2555,1,1,0.9285480405571193
P43890,45-54,Woman,Scotland/Wales,No degree,80.8,5.2,5.8,0.1933,1,1,1.4854128665738215
P43926,18-24,Woman,Scotland/Wales,No degree,77.1,7.3,5.0,0.2348,1,1,1.1013859447677783
P43937,65-74,Man,London,Degree,56.3,8.7,7.5,0.2579,1,1,1.5509451779201586
P43939,25-34,Woman,North,Degree,60.0,7.7,7.4,0.2733,1,1,0.577735865296503
P44083,55-64,Man,London,No degree,45.9,6.5,4.2,0.1292,1,1,1.2760699867664655
P44113,35-44,Woman,North,Degree,85.9,3.9,5.9,0.276,1,1,0.6935351836258383
P44169,35-44,Woman,Scotland/Wales,No degree,69.9,3.8,3.7,0.1285,1,1,1.3048178847091474
P44191,65-74,Woman,London,Degree,47.7,5.0,7.5,0.1353,1,1,1.5509451779201586
P44192,18-24,Man,North,Degree,88.8,3.5,7.3,0.2771,1,1,0.5854072912387358
P44201,45-54,Woman,South,No degree,71.1,6.1,6.1,0.1798,1,1,1.252310521327989
P44219,35-44,Man,London,Degree,52.3,8.9,7.9,0.3056,1,1,0.7073530874284455
P44354,25-34,Woman,Scotland/Wales,Degree,100.0,6.2,9.6,0.4359,1,1,0.7281785438068972
P44397,25-34,Man,North,Degree,72.5,5.7,8.3,0.2693,1,1,0.577735865296503
P44413,35-44,Man,Midlands,No degree,65.8,6.6,7.0,0.173,1,1,1.2417579240060994
P44486,18-24,Woman,North,No degree,52.4,6.1,8.2,0.1228,1,1,0.873838109125281
P44496,35-44,Man,Midlands,No degree,74.8,0.0,5.9,0.0828,1,1,1.2417579240060994
P44503,25-34,Man,London,No degree,65.2,4.0,8.0,0.1364,1,1,0.8795690476175343
P44505,55-64,Man,South,No degree,55.5,6.4,8.2,0.1366,1,1,1.3294748796595566
P44590,55-64,Woman,South,No degree,61.0,8.2,10.0,0.194,1,1,1.3294748796595566
P44624,55-64,Woman,North,Degree,56.5,5.3,4.1,0.1906,1,1,0.8381734213821421
P44774,45-54,Non-binary / other,London,No degree,55.3,9.0,8.5,0.2171,1,1,1.202005314149092
P44785,25-34,Man,Scotland/Wales,No degree,68.9,6.3,4.5,0.1768,1,1,1.0869529152590018
P44833,25-34,Man,Scotland/Wales,Degree,83.6,7.1,3.6,0.3758,1,1,0.7281785438068972
P44922,35-44,Woman,North,Degree,58.7,5.1,5.3,0.1938,1,1,0.6935351836258383
P44941,55-64,Man,Scotland/Wales,No degree,68.3,4.0,4.6,0.1278,1,1,1.5769404300291507
P45024,65-74,Man,Midlands,Degree,28.5,6.4,6.3,0.096,1,1,1.8239976724033413
P45056,45-54,Woman,London,No degree,54.0,8.2,8.4,0.1912,1,1,1.202005314149092
P45085,55-64,Woman,North,No degree,45.4,6.5,6.3,0.112,1,1,1.2511423903002707
P45116,18-24,Man,North,No degree,95.0,5.6,6.7,0.2642,1,1,0.873838109125281
P45172,25-34,Woman,South,No degree,80.4,6.0,7.7,0.2124,1,1,0.9163799524011521
P45256,35-44,Woman,Midlands,Degree,65.8,6.8,8.9,0.2723,1,1,0.8318865188819854
P45339,18-24,Man,South,Degree,91.3,5.4,5.8,0.3555,1,1,0.6220589231931138
P45370,25-34,Man,South,Degree,65.9,7.8,7.3,0.3057,1,1,0.6139071986888239
P45474,45-54,Man,North,No degree,66.6,5.4,7.7,0.1496,1,1,1.178524546062652
P45508,35-44,Man,South,No degree,74.7,4.8,5.2,0.1626,1,1,1.1000558849386992
P45535,45-54,Man,North,No degree,54.6,6.9,5.8,0.1436,1,1,1.178524546062652
P45640,25-34,Woman,North,No degree,87.1,6.1,7.2,0.2435,1,1,0.8623869631624932
P45656,25-34,Woman,North,No degree,77.6,4.5,7.2,0.1655,1,1,0.8623869631624932
P45743,25-34,Man,North,No degree,71.3,5.8,6.9,0.1735,1,1,0.8623869631624932
P45805,18-24,Man,South,No degree,98.9,4.2,6.5,0.2397,1,1,0.9285480405571193
P45888,65-74,Man,North,Degree,40.6,7.8,7.4,0.1509,1,1,1.5206479873762824
P45898,55-64,Man,Scotland/Wales,Degree,56.0,5.4,6.4,0.1912,1,1,1.056434156336229
P45970,35-44,Woman,South,No degree,53.3,8.1,7.7,0.1645,1,1,1.1000558849386992
P46030,65-74,Woman,South,Degree,61.0,6.8,5.9,0.1981,1,1,1.615853891367582
P46112,55-64,Man,South,No degree,67.2,6.3,7.5,0.1709,1,1,1.3294748796595566
P46185,35-44,Man,London,Degree,70.5,6.3,8.8,0.31,1,1,0.7073530874284455
P46192,35-44,Woman,London,No degree,72.8,7.6,8.1,0.2522,1,1,1.055866733559916
P46219,35-44,Woman,Midlands,No degree,97.1,6.5,6.3,0.3037,1,1,1.2417579240060994
P46232,55-64,Man,South,No degree,56.1,8.1,6.9,0.174,1,1,1.3294748796595566
P46237,45-54,Woman,Midlands,No degree,72.5,8.9,6.6,0.2619,1,1,1.4136250116619258
P46259,18-24,Man,South,No degree,94.0,5.6,8.3,0.2596,1,1,0.9285480405571193
P46283,45-54,Man,London,No degree,66.9,6.6,7.6,0.1997,1,1,1.202005314149092
P46358,55-64,Woman,Scotland/Wales,Degree,66.9,5.0,4.4,0.2237,1,1,1.056434156336229
P46435,45-54,Woman,Midlands,No degree,49.9,3.9,4.4,0.0848,1,1,1.4136250116619258
P46476,45-54,Woman,Midlands,Degree,49.2,7.0,6.8,0.206,1,1,0.94702483247465
P46579,35-44,Man,London,No degree,54.8,7.0,5.2,0.1659,1,1,1.055866733559916
P46635,35-44,Woman,South,No degree,55.7,7.0,5.6,0.1489,1,1,1.1000558849386992
P46642,18-24,Woman,North,Degree,81.1,6.0,4.1,0.3222,1,1,0.5854072912387358
P46656,18-24,Woman,South,Degree,77.6,7.6,6.6,0.3609,1,1,0.6220589231931138
P46743,45-54,Man,Midlands,Degree,61.7,6.9,5.6,0.2563,1,1,0.94702483247465
P46843,35-44,Man,North,No degree,66.3,6.5,7.5,0.1724,1,1,1.0352407333175977
P46851,65-74,Man,North,Degree,50.5,6.1,9.9,0.1465,1,1,1.5206479873762824
